# Start : 2023-08-25 08:48:57.600400 
 Stop : 2023-08-25 08:48:57.700359 
 Rate : 10000
timestamp,ai0,ai1,ai2,ai3,ai4,ai5,ai6,ai7,Synchron,Direction,Vitesse,udp
25-08-23 08:48:57.600400,0.04557037,0.0200873563,0.02189583,-0.0215075063,-0.00769735,0.05921612,2.46201443,2.49506008,,,,None
25-08-23 08:48:57.600500,0.03850089,0.00479754553,0.08782286,-0.0471549332,-0.04320918,0.11593637,2.46826186,2.49522448,,,,None
25-08-23 08:48:57.600600,0.06694323,0.0177856644,0.03455513,0.0200873563,-0.07921422,0.07927372,2.46464493,2.49423805,,,,None
25-08-23 08:48:57.600700,0.03258226,0.040802583,0.00561958,-0.0233159787,0.00167382,0.05066698,2.46530255,2.49538889,,,,None
25-08-23 08:48:57.600800,0.03439073,-0.00309396987,0.1090313,-0.0351532525,-0.05356679,0.13155499,2.46826186,2.49473127,,,,None
25-08-23 08:48:57.600900,0.07368389,0.020580576,0.02140261,0.0472144387,-0.06556847,0.06250425,2.46365849,2.49423805,,,,None
25-08-23 08:48:57.601000,0.03389751,0.0361991993,0.02896531,-0.0440312081,0.01597719,0.07467033,2.46382289,2.49407364,,,,None
25-08-23 08:48:57.601100,0.06086018,0.0049619521,0.0939059,-0.0246312313,-0.05356679,0.14043295,2.47467371,2.49506008,,,,None
25-08-23 08:48:57.601200,0.05987374,0.0251839597,0.02353989,0.0304449697,-0.0438668,0.06003815,2.46727543,2.49538889,,,,None
25-08-23 08:48:57.601300,0.0261704,0.0225534547,0.0587229,-0.0422227356,0.03093819,0.07286186,2.47072796,2.49588211,,,,None
25-08-23 08:48:57.601400,0.05494155,-0.012300738,0.11231943,-0.00325837645,-0.06014305,0.13977532,2.47007033,2.49522448,,,,None
25-08-23 08:48:57.601500,0.08239744,0.0133466871,0.01630601,0.0447483404,-0.02808377,0.04409071,2.46513814,2.49506008,,,,None
25-08-23 08:48:57.601600,0.02238905,0.0376788584,0.07614999,-0.0578413615,0.01515516,0.11873129,2.46776864,2.49538889,,,,None
25-08-23 08:48:57.601700,0.06694323,0.00742805064,0.10607198,-0.00753294734,-0.06967864,0.14339226,2.47220761,2.49538889,,,,None
25-08-23 08:48:57.601800,0.06645001,0.039322924,0.00660602,0.0263348057,-0.01246514,0.05477714,2.46727543,2.4955533,,,,None
25-08-23 08:48:57.601900,0.02567718,0.0315958157,0.07351949,-0.0437023949,0.00594839,0.11314146,2.47023474,2.49621092,,,,None
25-08-23 08:48:57.602000,0.06497035,0.0103873689,0.09242624,0.00364669954,-0.0686922,0.12843127,2.47352286,2.49703295,,,,None
25-08-23 08:48:57.602100,0.06480594,0.0269924319,0.01515516,0.0342263206,-0.02479564,0.05773646,2.46974152,2.49736177,,,,None
25-08-23 08:48:57.602200,0.03274666,0.0371856387,0.06365509,-0.0584989878,0.00792127,0.11231943,2.47401608,2.49900583,,,,None
25-08-23 08:48:57.602300,0.05477714,0.0176212578,0.09111099,-0.00325837645,-0.06540406,0.1266228,2.47500252,2.49917023,,,,None
25-08-23 08:48:57.602400,0.06020256,0.0302805632,0.02452633,0.0199229497,-0.00983464,0.05724324,2.47089236,2.49982786,,,,None
25-08-23 08:48:57.602500,0.04540597,0.0269924319,0.0763144,-0.0548820428,0.00413992,0.09982453,2.47270083,2.50064989,,,,None
25-08-23 08:48:57.602600,0.0738483,-0.00950582623,0.07549237,0.0260059926,-0.05060747,0.10311266,2.47204321,2.50015667,,,,None
25-08-23 08:48:57.602700,0.05050257,0.0135110936,0.0411314,0.0154839724,-0.01361599,0.05527036,2.46809746,2.50015667,,,,None
25-08-23 08:48:57.602800,0.0386653,0.01942973,0.07072458,-0.0395922303,-0.0113143,0.10261945,2.46826186,2.50032108,,,,None
25-08-23 08:48:57.602900,0.06201103,0.00956533603,0.08173981,0.0113738083,-0.06770576,0.11642959,2.47039914,2.49999227,,,,None
25-08-23 08:48:57.603000,0.04852969,0.0223890482,0.03932292,0.00200263384,-0.01509565,0.07368389,2.46891949,2.50015667,,,,None
25-08-23 08:48:57.603100,0.0388297,0.0189365103,0.06825848,-0.0262752971,-0.01904141,0.11182621,2.47253643,2.5009787,,,,None
25-08-23 08:48:57.603200,0.05724324,0.0120314345,0.04852969,0.0243619269,-0.04452443,0.08124659,2.46809746,2.50015667,,,,None
25-08-23 08:48:57.603300,0.03439073,0.0391585174,0.06332628,-0.0238091984,-0.00424482,0.10245504,2.47105677,2.5009787,,,,None
25-08-23 08:48:57.603400,0.05033816,0.01942973,0.07861609,-0.0218363195,-0.0414007,0.11938891,2.47171439,2.5009787,,,,None
25-08-23 08:48:57.603500,0.061189,0.0297873435,0.03603479,0.00545517181,-0.03581088,0.08173981,2.47154999,2.5008143,,,,None
25-08-23 08:48:57.603600,0.05247545,0.0335686944,0.06464153,-0.0425515488,-0.00950583,0.10261945,2.4718788,2.50147192,,,,None
25-08-23 08:48:57.603700,0.06283306,0.0163060053,0.08289066,-0.0279193629,-0.03400241,0.12810246,2.47220761,2.50147192,,,,None
25-08-23 08:48:57.603800,0.0488585,0.0312670025,0.03669242,0.0159771921,-0.02232954,0.07351949,2.46990593,2.5009787,,,,None
25-08-23 08:48:57.603900,0.04409071,0.0174568512,0.07286186,-0.0152600564,-0.00605329,0.08272625,2.47023474,2.50163633,,,,None
25-08-23 08:48:57.604000,0.06414831,0.00118060099,0.06151781,0.0120314345,-0.03400241,0.10081097,2.46842627,2.5009787,,,,None
25-08-23 08:48:57.604100,0.05938052,0.0235398941,0.03751445,0.0125246542,-0.02709733,0.0738483,2.46300086,2.49982786,,,,None
25-08-23 08:48:57.604200,0.05329748,0.00792127034,0.07351949,-0.00934141966,-0.01937022,0.09176861,2.46908389,2.50032108,,,,None
25-08-23 08:48:57.604300,0.05461273,0.0184432906,0.06414831,0.00890770975,-0.04304477,0.10755164,2.46859068,2.49999227,,,,None
25-08-23 08:48:57.604400,0.05165342,0.0404737699,0.03060938,-0.00687532105,-0.02348039,0.08716523,2.46711102,2.49982786,,,,None
25-08-23 08:48:57.604500,0.05148901,0.0294585304,0.06743644,-0.0520871308,-0.0164109,0.12201942,2.47730421,2.50130752,,,,None
25-08-23 08:48:57.604600,0.06480594,0.0223890482,0.05263986,0.00825008348,-0.05307357,0.11314146,2.47648217,2.50180073,,,,None
25-08-23 08:48:57.604700,0.03504835,0.0368568256,0.03077378,-0.0114787051,0.01433313,0.05444833,2.47664658,2.5036092,,,,None
25-08-23 08:48:57.604800,0.0412958,0.0123602477,0.11051096,-0.0407430763,-0.03350919,0.13500753,2.48174317,2.50393802,,,,None
25-08-23 08:48:57.604900,0.07943812,0.0121958411,0.05411951,0.0355415731,-0.04797697,0.08519235,2.47566014,2.50443123,,,,None
25-08-23 08:48:57.605000,0.03669242,0.0376788584,0.0513246,-0.0279193629,0.00331789,0.0888093,2.47598896,2.50459564,,,,None
